FileName,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-IMPROV-S02N-M01-R-MM01.wav,2.833333,2.833333,3,1,Male,Train
MSP-IMPROV-S02N-M01-R-MM02.wav,2.6,3.2,2.4,1,Male,Train
MSP-IMPROV-S02N-M02-R-MM01.wav,1.4,2.8,2,2,Male,Train
MSP-IMPROV-S02N-M03-R-MM01.wav,2,2.8,2.6,3,Male,Train
MSP-IMPROV-S02S-F02-R-FF01.wav,1.428571,2.857143,2.428571,2,Female,Train
MSP-IMPROV-S02S-F03-R-FF01.wav,2.142857,1.714286,2.285714,3,Female,Train
MSP-IMPROV-S02S-F03-R-FF02.wav,1.8,1.8,2.8,3,Female,Train
MSP-IMPROV-S02S-F05-R-FF01.wav,3.2,1.4,2.8,5,Female,Test
MSP-IMPROV-S02S-F05-R-FF02.wav,2.4,1.8,2.4,5,Female,Test
MSP-IMPROV-S02S-F06-R-FF01.wav,2.2,1.8,2.8,6,Female,Train
MSP-IMPROV-S02S-M01-R-MM01.wav,3,2.666667,2.166667,1,Male,Train
MSP-IMPROV-S02S-M02-R-MM01.wav,1.5,2.666667,1.833333,2,Male,Train
MSP-IMPROV-S02S-M03-R-MM01.wav,1.8,2.4,2.6,3,Male,Train
MSP-IMPROV-S03A-F02-R-FF01.wav,2.625,2.125,3.25,2,Female,Train
MSP-IMPROV-S03A-F03-R-FF01.wav,3.285714,2.285714,3.571429,3,Female,Train
MSP-IMPROV-S03A-F05-R-FF01.wav,4.2,1.6,4,5,Female,Test
MSP-IMPROV-S03A-F06-R-FF01.wav,2.333333,1.5,3.166667,6,Female,Train
MSP-IMPROV-S03A-M01-R-MM01.wav,3.2,1.6,3,1,Male,Train
MSP-IMPROV-S03A-M02-R-MM01.wav,1.6,2.8,2.8,2,Male,Train
MSP-IMPROV-S03A-M03-R-MM01.wav,2,3,2.5,3,Male,Train
MSP-IMPROV-S03H-F02-R-FF01.wav,3,4.4,3.4,2,Female,Train
MSP-IMPROV-S03H-F03-R-FF01.wav,3.875,4.5,3.625,3,Female,Train
MSP-IMPROV-S03H-F05-R-FF01.wav,4,4.285714,4,5,Female,Test
MSP-IMPROV-S03H-F06-R-FF01.wav,2.666667,3.5,3.166667,6,Female,Train
MSP-IMPROV-S03H-M01-R-MM01.wav,2.4,3,3.4,1,Male,Train
MSP-IMPROV-S03H-M02-R-MM01.wav,1.777778,3.333333,3,2,Male,Train
MSP-IMPROV-S03H-M03-R-MM01.wav,2.166667,3.166667,2.666667,3,Male,Train
MSP-IMPROV-S03N-F02-R-FF01.wav,1.571429,3.285714,2.285714,2,Female,Train
MSP-IMPROV-S03N-F03-R-FF01.wav,2,3,3.285714,3,Female,Train
MSP-IMPROV-S03N-F05-R-FF01.wav,2.2,3.4,2.8,5,Female,Test
MSP-IMPROV-S03N-F05-R-FF02.wav,1.428571,3,2.857143,5,Female,Test
MSP-IMPROV-S03N-F06-R-FF01.wav,1.857143,2.571429,2.571429,6,Female,Train
MSP-IMPROV-S03N-M01-R-MM01.wav,2.5,3.166667,3.5,1,Male,Train
MSP-IMPROV-S03N-M01-R-MM02.wav,2,3,2.8,1,Male,Train
MSP-IMPROV-S03N-M02-R-MM01.wav,2,3,2.6,2,Male,Train
MSP-IMPROV-S03N-M03-R-MM01.wav,1.6,3,2.6,3,Male,Train
MSP-IMPROV-S03S-F02-R-FF01.wav,1.571429,2.571429,1.714286,2,Female,Train
MSP-IMPROV-S03S-F03-R-FF01.wav,2.6,1.8,3.2,3,Female,Train
MSP-IMPROV-S03S-F03-R-FF02.wav,1.857143,2.142857,2.857143,3,Female,Train
MSP-IMPROV-S03S-F05-R-FF01.wav,3.4,1.6,3,5,Female,Test
MSP-IMPROV-S03S-F05-R-FF02.wav,2.4,1.6,2.6,5,Female,Test
MSP-IMPROV-S03S-F06-R-FF01.wav,2.333333,1.5,2.166667,6,Female,Train
MSP-IMPROV-S03S-M01-R-MM01.wav,3.285714,2.285714,3.285714,1,Male,Train
MSP-IMPROV-S03S-M02-R-MM01.wav,1.571429,3,1.714286,2,Male,Train
MSP-IMPROV-S03S-M03-R-MM01.wav,1.8,2.2,2.2,3,Male,Train
MSP-IMPROV-S04A-F02-R-FF01.wav,3.5,2.375,3.875,2,Female,Train
MSP-IMPROV-S04A-F03-R-FF01.wav,3.8,1.6,4,3,Female,Train
MSP-IMPROV-S04A-F05-R-FF01.wav,3.2,2,3.2,5,Female,Test
MSP-IMPROV-S04A-F06-R-FF01.wav,3.2,1.8,3.2,6,Female,Train
MSP-IMPROV-S04A-M01-R-MM01.wav,4,1.166667,4,1,Male,Train
MSP-IMPROV-S04A-M02-R-MM01.wav,2.166667,2.666667,2.666667,2,Male,Train
MSP-IMPROV-S04A-M03-R-MM01.wav,2.8,2.6,3.6,3,Male,Train
MSP-IMPROV-S04H-F02-R-FF01.wav,3.8,3.8,4.2,2,Female,Train
MSP-IMPROV-S04H-F03-R-FF01.wav,2.4,3.8,2.8,3,Female,Train
MSP-IMPROV-S04H-F05-R-FF01.wav,3.5,4.5,3.333333,5,Female,Test
MSP-IMPROV-S04H-F06-R-FF01.wav,3.2,3.6,3,6,Female,Train
MSP-IMPROV-S04H-M01-R-MM01.wav,2.833333,2.5,2.833333,1,Male,Train
MSP-IMPROV-S04H-M02-R-MM01.wav,2.2,3.4,2.6,2,Male,Train
MSP-IMPROV-S04H-M03-R-MM01.wav,2,3.666667,3,3,Male,Train
MSP-IMPROV-S04N-F02-R-FF01.wav,1.6,3.2,2.8,2,Female,Train
MSP-IMPROV-S04N-F03-R-FF01.wav,2.2,3,3.6,3,Female,Train
MSP-IMPROV-S04N-F05-R-FF01.wav,1.8,2.8,2.6,5,Female,Test
MSP-IMPROV-S04N-F05-R-FF02.wav,2.166667,3,2.5,5,Female,Test
MSP-IMPROV-S04N-F06-R-FF01.wav,2.2,1.8,3.2,6,Female,Train
MSP-IMPROV-S04N-M01-R-MM01.wav,1.8,3,2.4,1,Male,Train
MSP-IMPROV-S04N-M01-R-MM02.wav,3,2.4,3.4,1,Male,Train
MSP-IMPROV-S04N-M02-R-MM01.wav,1.428571,2.857143,2.142857,2,Male,Train
MSP-IMPROV-S04N-M03-R-MM01.wav,1.4,2.6,2.6,3,Male,Train
MSP-IMPROV-S04S-F02-R-FF01.wav,1.8,2.8,2.6,2,Female,Train
MSP-IMPROV-S04S-F03-R-FF01.wav,2.8,1.6,3.2,3,Female,Train
MSP-IMPROV-S04S-F03-R-FF02.wav,2.555556,1.555556,3.333333,3,Female,Train
MSP-IMPROV-S04S-F05-R-FF01.wav,2.714286,1.428571,3.285714,5,Female,Test
MSP-IMPROV-S04S-F05-R-FF02.wav,2.5,1.833333,2.5,5,Female,Test
MSP-IMPROV-S04S-F06-R-FF01.wav,2,1.857143,3,6,Female,Train
MSP-IMPROV-S04S-M01-R-MM01.wav,3,2,2.4,1,Male,Train
MSP-IMPROV-S04S-M02-R-MM01.wav,1.8,2.6,3,2,Male,Train
MSP-IMPROV-S04S-M03-R-MM01.wav,1.428571,2.428571,2.142857,3,Male,Train
MSP-IMPROV-S05A-F02-R-FF01.wav,2.4,2,4,2,Female,Train
MSP-IMPROV-S05A-F03-R-FF01.wav,3.4,1.6,3.4,3,Female,Train
MSP-IMPROV-S05A-F05-R-FF01.wav,4.333333,1.333333,4.166667,5,Female,Test
MSP-IMPROV-S05A-F06-R-FF01.wav,3,2,3.5,6,Female,Train
MSP-IMPROV-S05A-M01-R-MM01.wav,4.4,1.8,4,1,Male,Train
MSP-IMPROV-S05A-M02-R-MM01.wav,2.285714,2.571429,3,2,Male,Train
MSP-IMPROV-S05A-M03-R-MM01.wav,2.2,2,3.4,3,Male,Train
MSP-IMPROV-S05H-F02-R-FF01.wav,2.4,4.2,3.2,2,Female,Train
MSP-IMPROV-S05H-F03-R-FF01.wav,2.333333,3.333333,3.5,3,Female,Train
MSP-IMPROV-S05H-F05-R-FF01.wav,2.8,3.6,3.2,5,Female,Test
MSP-IMPROV-S05H-F06-R-FF01.wav,3,3,3,6,Female,Train
MSP-IMPROV-S05H-M01-R-MM01.wav,3,1.833333,3.333333,1,Male,Train
MSP-IMPROV-S05H-M02-R-MM01.wav,1.8,2.4,2.6,2,Male,Train
MSP-IMPROV-S05H-M03-R-MM01.wav,2,2.666667,2.833333,3,Male,Train
MSP-IMPROV-S05N-F02-R-FF01.wav,2,2.8,3,2,Female,Train
MSP-IMPROV-S05N-F03-R-FF01.wav,2.4,2.2,2.8,3,Female,Train
MSP-IMPROV-S05N-F05-R-FF01.wav,1.5,2.833333,2.833333,5,Female,Test
MSP-IMPROV-S05N-F05-R-FF02.wav,1.8,2.8,3,5,Female,Test
MSP-IMPROV-S05N-F06-R-FF01.wav,2.333333,2.166667,3.166667,6,Female,Train
MSP-IMPROV-S05N-M01-R-MM01.wav,2.4,2.6,2.4,1,Male,Train
MSP-IMPROV-S05N-M01-R-MM02.wav,2.666667,2.166667,3.333333,1,Male,Train
MSP-IMPROV-S05N-M02-R-MM01.wav,1,2.2,2.8,2,Male,Train
MSP-IMPROV-S05N-M03-R-MM01.wav,2,2.833333,3.333333,3,Male,Train
MSP-IMPROV-S05S-F02-R-FF01.wav,2.4,2.4,3.2,2,Female,Train
MSP-IMPROV-S05S-F03-R-FF01.wav,2.6,2.2,2.6,3,Female,Train
MSP-IMPROV-S05S-F03-R-FF02.wav,1.8,1.6,2.6,3,Female,Train
MSP-IMPROV-S05S-F05-R-FF01.wav,2.6,1.4,2.2,5,Female,Test
MSP-IMPROV-S05S-F05-R-FF02.wav,2,1.6,3.4,5,Female,Test
MSP-IMPROV-S05S-F06-R-FF01.wav,2.2,1.6,2.8,6,Female,Train
MSP-IMPROV-S05S-M01-R-MM01.wav,3.428571,1.857143,3.428571,1,Male,Train
MSP-IMPROV-S05S-M02-R-MM01.wav,1.8,2.2,2.6,2,Male,Train
MSP-IMPROV-S05S-M03-R-MM01.wav,1.166667,2.5,2.833333,3,Male,Train
MSP-IMPROV-S06A-F02-R-FF01.wav,3.4,1.8,3.6,2,Female,Train
MSP-IMPROV-S06A-F03-R-FF01.wav,4.4,1.2,4.4,3,Female,Train
MSP-IMPROV-S06A-F05-R-FF01.wav,4,1.8,4,5,Female,Test
MSP-IMPROV-S06A-F06-R-FF01.wav,2.6,1.8,2.6,6,Female,Train
MSP-IMPROV-S06A-M01-R-MM01.wav,3.833333,1.333333,4,1,Male,Train
MSP-IMPROV-S06A-M01-R-MM02.wav,4.4,1,4,1,Male,Train
MSP-IMPROV-S06A-M02-R-MM01.wav,1.714286,3,3.142857,2,Male,Train
MSP-IMPROV-S06A-M03-R-MM01.wav,2.5,2.125,3.375,3,Male,Train
MSP-IMPROV-S06H-F02-R-FF01.wav,2.2,4,3.2,2,Female,Train
MSP-IMPROV-S06H-F03-R-FF01.wav,4,4,4.2,3,Female,Train
MSP-IMPROV-S06H-F05-R-FF01.wav,3.4,3.6,3.4,5,Female,Test
MSP-IMPROV-S06H-F06-R-FF01.wav,2.6,2.8,3,6,Female,Train
MSP-IMPROV-S06H-M01-R-MM01.wav,3.4,2.6,3.4,1,Male,Train
MSP-IMPROV-S06H-M01-R-MM02.wav,3.888889,2.555556,3.777778,1,Male,Train
MSP-IMPROV-S06H-M02-R-MM01.wav,2.6,3.4,3,2,Male,Train
MSP-IMPROV-S06H-M03-R-MM01.wav,2.625,3.5,3.5,3,Male,Train
MSP-IMPROV-S06N-F02-R-FF01.wav,1.428571,3.142857,2.857143,2,Female,Train
MSP-IMPROV-S06N-F03-R-FF01.wav,1.2,3,3,3,Female,Train
MSP-IMPROV-S06N-F05-R-FF01.wav,2,3,3,5,Female,Test
MSP-IMPROV-S06N-F06-R-FF01.wav,1.2,2.4,2.8,6,Female,Train
MSP-IMPROV-S06N-M01-R-MM01.wav,2.125,2.375,3.25,1,Male,Train
MSP-IMPROV-S06N-M02-R-MM01.wav,1.4,2.6,2.4,2,Male,Train
MSP-IMPROV-S06N-M03-R-MM01.wav,1.6,3,3,3,Male,Train
MSP-IMPROV-S06S-F02-R-FF01.wav,1.4,2.6,2.2,2,Female,Train
MSP-IMPROV-S06S-F02-R-FF02.wav,2.2,2.6,3.2,2,Female,Train
MSP-IMPROV-S06S-F03-R-FF01.wav,2.2,1.8,3.2,3,Female,Train
MSP-IMPROV-S06S-F05-R-FF01.wav,2.4,1.6,3.2,5,Female,Test
MSP-IMPROV-S06S-F06-R-FF01.wav,2,2.142857,3,6,Female,Train
MSP-IMPROV-S06S-M01-R-MM01.wav,2.833333,2.333333,2.666667,1,Male,Train
MSP-IMPROV-S06S-M01-R-MM02.wav,2.666667,2,3.166667,1,Male,Train
MSP-IMPROV-S06S-M02-R-MM01.wav,1.4,2.8,2.6,2,Male,Train
MSP-IMPROV-S06S-M03-R-MM01.wav,2,2.4,2.6,3,Male,Train
MSP-IMPROV-S06S-M03-R-MM02.wav,1.4,2.6,2.8,3,Male,Train
MSP-IMPROV-S07A-F02-R-FF01.wav,2.4,2.2,3,2,Female,Train
MSP-IMPROV-S07A-F03-R-FF01.wav,3.5,1.375,3.875,3,Female,Train
MSP-IMPROV-S07A-F05-R-FF01.wav,4.4,1.2,4.4,5,Female,Test
MSP-IMPROV-S07A-F06-R-FF01.wav,2.714286,1.857143,3.857143,6,Female,Train
MSP-IMPROV-S07A-M01-R-MM01.wav,3.6,1.4,4,1,Male,Train
MSP-IMPROV-S07A-M01-R-MM02.wav,4.714286,1.571429,4.571429,1,Male,Train
MSP-IMPROV-S07A-M02-R-MM01.wav,2.4,2.8,3.2,2,Male,Train
MSP-IMPROV-S07A-M03-R-MM01.wav,3,2,3.8,3,Male,Train
MSP-IMPROV-S07H-F02-R-FF01.wav,3.2,4.8,3.4,2,Female,Train
MSP-IMPROV-S07H-F03-R-FF01.wav,4,4.5,3.833333,3,Female,Train
MSP-IMPROV-S07H-F05-R-FF01.wav,4,4.4,3.8,5,Female,Test
MSP-IMPROV-S07H-F06-R-FF01.wav,2.833333,3.833333,3.166667,6,Female,Train
MSP-IMPROV-S07H-M01-R-MM01.wav,3.2,4,3.6,1,Male,Train
MSP-IMPROV-S07H-M01-R-MM02.wav,3.6,3.2,3.8,1,Male,Train
MSP-IMPROV-S07H-M02-R-MM01.wav,2.4,3.4,2.4,2,Male,Train
MSP-IMPROV-S07H-M03-R-MM01.wav,2.4,3.8,2.8,3,Male,Train
MSP-IMPROV-S07N-F02-R-FF01.wav,1.75,3.125,3.125,2,Female,Train
MSP-IMPROV-S07N-F03-R-FF01.wav,1.6,2.8,2.8,3,Female,Train
MSP-IMPROV-S07N-F05-R-FF01.wav,2.4,3.4,2.8,5,Female,Test
MSP-IMPROV-S07N-F06-R-FF01.wav,2,2.2,3.8,6,Female,Train
MSP-IMPROV-S07N-M01-R-MM01.wav,2,3,3.4,1,Male,Train
MSP-IMPROV-S07N-M02-R-MM01.wav,1.714286,3,2.142857,2,Male,Train
MSP-IMPROV-S07N-M03-R-MM01.wav,1.714286,3,2.285714,3,Male,Train
MSP-IMPROV-S07S-F02-R-FF01.wav,1.6,2.6,2.2,2,Female,Train
MSP-IMPROV-S07S-F02-R-FF02.wav,1.5,2.333333,2.833333,2,Female,Train
MSP-IMPROV-S07S-F03-R-FF01.wav,2.2,2,2.4,3,Female,Train
MSP-IMPROV-S07S-F05-R-FF01.wav,1.571429,2.285714,2.714286,5,Female,Test
MSP-IMPROV-S07S-F06-R-FF01.wav,2.4,1.6,3,6,Female,Train
MSP-IMPROV-S07S-M01-R-MM01.wav,3.4,2.2,3.2,1,Male,Train
MSP-IMPROV-S07S-M01-R-MM02.wav,3.8,1.6,3.8,1,Male,Train
MSP-IMPROV-S07S-M02-R-MM01.wav,1.6,2.6,2,2,Male,Train
MSP-IMPROV-S07S-M03-R-MM01.wav,1.375,2.375,2.875,3,Male,Train
MSP-IMPROV-S07S-M03-R-MM02.wav,1.333333,2.833333,3,3,Male,Train
MSP-IMPROV-S08A-F02-R-FF01.wav,3.4,3.4,3.8,2,Female,Train
MSP-IMPROV-S08A-F03-R-FF01.wav,3.8,1.4,4,3,Female,Train
MSP-IMPROV-S08A-F05-R-FF01.wav,4.166667,2.333333,4.166667,5,Female,Test
MSP-IMPROV-S08A-F06-R-FF01.wav,3.2,2.8,3.2,6,Female,Train
MSP-IMPROV-S08A-M01-R-MM01.wav,4.6,1.2,4.6,1,Male,Train
MSP-IMPROV-S08A-M01-R-MM02.wav,5,1.6,4.8,1,Male,Train
MSP-IMPROV-S08A-M02-R-MM01.wav,2,3,2.666667,2,Male,Train
MSP-IMPROV-S08A-M03-R-MM01.wav,2,2.8,3.6,3,Male,Train
MSP-IMPROV-S08H-F02-R-FF01.wav,2.4,3.8,3.2,2,Female,Train
MSP-IMPROV-S08H-F03-R-FF01.wav,3,3.6,3.2,3,Female,Train
MSP-IMPROV-S08H-F05-R-FF01.wav,4,4.166667,4,5,Female,Test
MSP-IMPROV-S08H-F06-R-FF01.wav,2.666667,2.833333,2.666667,6,Female,Train
MSP-IMPROV-S08H-M01-R-MM01.wav,3.2,2.4,3.6,1,Male,Train
MSP-IMPROV-S08H-M01-R-MM02.wav,3.166667,2.5,3.166667,1,Male,Train
MSP-IMPROV-S08H-M02-R-MM01.wav,1.6,3.2,3,2,Male,Train
MSP-IMPROV-S08H-M03-R-MM01.wav,3.2,3.6,2.8,3,Male,Train
MSP-IMPROV-S08N-F02-R-FF01.wav,1.4,3.4,3.2,2,Female,Train
MSP-IMPROV-S08N-F03-R-FF01.wav,1.333333,2.833333,2.333333,3,Female,Train
MSP-IMPROV-S08N-F05-R-FF01.wav,1.4,3,2.6,5,Female,Test
MSP-IMPROV-S08N-F06-R-FF01.wav,1.714286,3,1.714286,6,Female,Train
MSP-IMPROV-S08N-M01-R-MM01.wav,2.428571,2.857143,2.714286,1,Male,Train
MSP-IMPROV-S08N-M02-R-MM01.wav,1.4,2.8,2.6,2,Male,Train
MSP-IMPROV-S08N-M03-R-MM01.wav,2.5,3,3.333333,3,Male,Train
MSP-IMPROV-S08S-F02-R-FF01.wav,2,2.2,2.6,2,Female,Train
MSP-IMPROV-S08S-F02-R-FF02.wav,1.2,2.2,2,2,Female,Train
MSP-IMPROV-S08S-F03-R-FF01.wav,2.166667,2.166667,2.833333,3,Female,Train
MSP-IMPROV-S08S-F05-R-FF01.wav,2,1.8,3.2,5,Female,Test
MSP-IMPROV-S08S-F06-R-FF01.wav,2.166667,2,3.166667,6,Female,Train
MSP-IMPROV-S08S-M01-R-MM01.wav,2.333333,2.333333,3.166667,1,Male,Train
MSP-IMPROV-S08S-M01-R-MM02.wav,3.25,2.125,3.125,1,Male,Train
MSP-IMPROV-S08S-M02-R-MM01.wav,1.833333,2.666667,2.166667,2,Male,Train
MSP-IMPROV-S08S-M03-R-MM01.wav,2,2.571429,2.285714,3,Male,Train
MSP-IMPROV-S08S-M03-R-MM02.wav,1.6,2.2,2.6,3,Male,Train
MSP-IMPROV-S09A-F02-R-FF01.wav,3.333333,2.333333,3.666667,2,Female,Train
MSP-IMPROV-S09A-F03-R-FF01.wav,4.4,1.4,4.4,3,Female,Train
MSP-IMPROV-S09A-F05-R-FF01.wav,4.6,1.6,4.6,5,Female,Test
MSP-IMPROV-S09A-F06-R-FF01.wav,3,2.2,3.4,6,Female,Train
MSP-IMPROV-S09A-M01-R-MM01.wav,4,1.4,3.8,1,Male,Train
MSP-IMPROV-S09A-M01-R-MM02.wav,4.5,1,4.666667,1,Male,Train
MSP-IMPROV-S09A-M02-R-MM01.wav,2.625,2.125,3.25,2,Male,Train
MSP-IMPROV-S09A-M03-R-MM01.wav,3.333333,1.166667,4.666667,3,Male,Train
MSP-IMPROV-S09H-F02-R-FF01.wav,3.571429,4.714286,4.142857,2,Female,Train
MSP-IMPROV-S09H-F03-R-FF01.wav,2,3.8,3.2,3,Female,Train
MSP-IMPROV-S09H-F05-R-FF01.wav,3.666667,4.5,4,5,Female,Test
MSP-IMPROV-S09H-F06-R-FF01.wav,2.6,3.6,3,6,Female,Train
MSP-IMPROV-S09H-M01-R-MM01.wav,3.2,3,3.4,1,Male,Train
MSP-IMPROV-S09H-M01-R-MM02.wav,3.4,3.2,3.8,1,Male,Train
MSP-IMPROV-S09H-M02-R-MM01.wav,1.4,3.2,2.6,2,Male,Train
MSP-IMPROV-S09H-M03-R-MM01.wav,2.571429,3.285714,3.857143,3,Male,Train
MSP-IMPROV-S09N-F02-R-FF01.wav,1.8,2.8,2.6,2,Female,Train
MSP-IMPROV-S09N-F03-R-FF01.wav,1.8,2.8,2.4,3,Female,Train
MSP-IMPROV-S09N-F05-R-FF01.wav,2,3.2,3.4,5,Female,Test
MSP-IMPROV-S09N-F06-R-FF01.wav,1.8,2.8,2.8,6,Female,Train
MSP-IMPROV-S09N-M01-R-MM01.wav,1.4,2.6,2.4,1,Male,Train
MSP-IMPROV-S09N-M02-R-MM01.wav,1.8,2.6,2.8,2,Male,Train
MSP-IMPROV-S09N-M03-R-MM01.wav,1.714286,2.857143,2.714286,3,Male,Train
MSP-IMPROV-S09S-F02-R-FF01.wav,1.666667,2.333333,2.333333,2,Female,Train
MSP-IMPROV-S09S-F02-R-FF02.wav,1.8,2.2,2.4,2,Female,Train
MSP-IMPROV-S09S-F03-R-FF01.wav,1.666667,1.666667,1.666667,3,Female,Train
MSP-IMPROV-S09S-F05-R-FF01.wav,1.6,2.4,2.2,5,Female,Test
MSP-IMPROV-S09S-F06-R-FF01.wav,1.8,2.2,3,6,Female,Train
MSP-IMPROV-S09S-M01-R-MM01.wav,2.6,2.2,3.6,1,Male,Train
MSP-IMPROV-S09S-M01-R-MM02.wav,3.6,1.6,3.8,1,Male,Train
MSP-IMPROV-S09S-M02-R-MM01.wav,1.5,2.666667,2.5,2,Male,Train
MSP-IMPROV-S09S-M03-R-MM01.wav,1.8,2,2.4,3,Male,Train
MSP-IMPROV-S09S-M03-R-MM02.wav,1.8,1.8,2,3,Male,Train
MSP-IMPROV-S10A-F02-R-FF01.wav,3,2.2,3.6,2,Female,Train
MSP-IMPROV-S10A-F03-R-FF01.wav,4.4,1.2,4.2,3,Female,Train
MSP-IMPROV-S10A-F05-R-FF01.wav,4.2,1.8,4.4,5,Female,Test
MSP-IMPROV-S10A-F06-R-FF01.wav,3,2,3.6,6,Female,Train
MSP-IMPROV-S10A-M01-R-MM01.wav,4.2,1.6,4.2,1,Male,Train
MSP-IMPROV-S10A-M01-R-MM02.wav,4.2,1.6,4.4,1,Male,Train
MSP-IMPROV-S10A-M02-R-MM01.wav,2.6,2.4,3.6,2,Male,Train
MSP-IMPROV-S10A-M03-R-MM01.wav,3.6,2,3.6,3,Male,Train
MSP-IMPROV-S10H-F02-R-FF01.wav,2.4,4,3,2,Female,Train
MSP-IMPROV-S10H-F03-R-FF01.wav,3.285714,3.142857,3.571429,3,Female,Train
MSP-IMPROV-S10H-F05-R-FF01.wav,4.285714,3.142857,4,5,Female,Test
MSP-IMPROV-S10H-F06-R-FF01.wav,3,2.4,3.2,6,Female,Train
